RegionName,Median Household Income,Rank
"Kingfisher County, Oklahoma","65,167","1,195"
"Jackson County, Missouri","65,169","1,194"
"Erie County, Ohio","65,171","1,193"
"Vernon County, Wisconsin","65,177","1,192"
"Cass County, Michigan","65,183","1,191"
"Carbon County, Wyoming","65,196","1,190"
"Watonwan County, Minnesota","65,197","1,189"
"Mahaska County, Iowa","65,200","1,188"
"Gem County, Idaho","65,204","1,187"
"Teton County, Montana","65,224","1,186"
"Tulsa County, Oklahoma","65,229","1,185"
"Palo Pinto County, Texas","65,242","1,184"
"Montgomery County, Virginia","65,270","1,183"
"Norman County, Minnesota","65,278","1,182"
"Marshall County, Tennessee","65,325","1,181"
"Caroline County, Maryland","65,326","1,180"
"Paulding County, Ohio","65,331","1,179"
"Webster County, Iowa","65,335","1,178"
"White County, Indiana","65,345","1,177"
"Sedgwick County, Kansas","65,372","1,176"
"Caribou County, Idaho","65,380","1,175"
"Washington County, Kentucky","65,456","1,174"
"Grant County, Kentucky","65,461","1,173"
"Windham County, Vermont","65,473","1,172"
"Tama County, Iowa","65,483","1,171"
"Lenawee County, Michigan","65,484","1,170"
"Kankakee County, Illinois","65,489","1,168"
"Martin County, Indiana","65,489","1,168"
"Shawano County, Wisconsin","65,493","1,167"
"Henderson County, North Carolina","65,508","1,166"
"Van Buren County, Michigan","65,531","1,165"
"Young County, Texas","65,565","1,164"
"Charles City County, Virginia","65,573","1,163"
"Parmer County, Texas","65,575","1,162"
"Cheyenne County, Colorado","65,577","1,161"
"Duval County, Florida","65,579","1,160"
"Shelby County, Illinois","65,585","1,159"
"Pierce County, Nebraska","65,603","1,158"
"Jackson County, Indiana","65,609","1,157"
"Calhoun County, Iowa","65,614","1,156"
"Redwood County, Minnesota","65,617","1,155"
"Freeborn County, Minnesota","65,679","1,154"
"Chaffee County, Colorado","65,703","1,153"
"Butler County, Iowa","65,743","1,152"
"Codington County, South Dakota","65,747","1,151"
"Madison County, Texas","65,768","1,150"
"Otsego County, New York","65,778","1,149"
"Spink County, South Dakota","65,795","1,148"
"Sanborn County, South Dakota","65,806","1,147"
"Fannin County, Texas","65,835","1,146"
"Lea County, New Mexico","65,855","1,145"
"Clark County, Illinois","65,874","1,144"
"Niagara County, New York","65,882","1,143"
"Snyder County, Pennsylvania","65,914","1,142"
"Taylor County, Iowa","65,926","1,141"
"Haralson County, Georgia","65,940","1,140"
"Kingsbury County, South Dakota","65,964","1,139"
"Glynn County, Georgia","65,970","1,138"
"Crow Wing County, Minnesota","65,975","1,137"
"Bay County, Florida","65,999","1,136"
"Kittson County, Minnesota","66,000","1,133"
"Nuckolls County, Nebraska","66,000","1,133"
"Stanton County, Kansas","66,000","1,133"
"Marshall County, Indiana","66,016","1,132"
"Mitchell County, Iowa","66,056","1,131"
"Butte County, California","66,085","1,130"
"Fayette County, Kentucky","66,087","1,129"
"Clallam County, Washington","66,108","1,128"
"Oneida County, Wisconsin","66,111","1,127"
"Dakota County, Nebraska","66,112","1,126"
"Douglas County, Kansas","66,153","1,125"
"St. Lucie County, Florida","66,154","1,124"
"Osage County, Kansas","66,155","1,123"
"Winona County, Minnesota","66,162","1,122"
"Spencer County, Indiana","66,168","1,121"
"Sherman County, Texas","66,169","1,120"
"Chatham County, Georgia","66,171","1,119"
"Wabash County, Indiana","66,194","1,118"
"Story County, Iowa","66,197","1,117"
"Nelson County, Kentucky","66,212","1,116"
"Allen County, Indiana","66,222","1,115"
"Lake County, Florida","66,239","1,114"
"Custer County, Colorado","66,250","1,113"
"White County, Georgia","66,256","1,112"
"Morrison County, Minnesota","66,264","1,111"
"Franklin County, Virginia","66,275","1,110"
"Greene County, Pennsylvania","66,283","1,109"
"Craig County, Virginia","66,286","1,108"
"Jones County, Georgia","66,288","1,107"
"Jefferson County, Kentucky","66,296","1,106"
"Pershing County, Nevada","66,304","1,105"
"Victoria County, Texas","66,308","1,104"
"Henry County, Illinois","66,313","1,102"
"Renville County, Minnesota","66,313","1,102"
"Holt County, Nebraska","66,325","1,101"
"Ohio County, Indiana","66,333","1,100"
"Preble County, Ohio","66,355","1,099"
"Doniphan County, Kansas","66,358","1,098"
"Cooke County, Texas","66,374","1,097"
"Lake County, Indiana","66,375","1,096"
"Grant County, Washington","66,387","1,095"
"Green Lake County, Wisconsin","66,395","1,094"
"Oneida County, New York","66,402","1,093"
"Pinellas County, Florida","66,406","1,092"
"Manitowoc County, Wisconsin","66,412","1,091"
"Lee County, Texas","66,448","1,090"
"Shelby County, Indiana","66,449","1,089"
"Monroe County, Wisconsin","66,451","1,088"
"Haskell County, Kansas","66,458","1,087"
"Roane County, Tennessee","66,460","1,086"
"St. Louis County, Minnesota","66,491","1,085"
"Trimble County, Kentucky","66,492","1,084"
"Clinton County, Missouri","66,494","1,083"
"Switzerland County, Indiana","66,525","1,082"
"Motley County, Texas","66,528","1,081"
"Buncombe County, North Carolina","66,531","1,080"
"Boone County, Missouri","66,564","1,079"
"Klickitat County, Washington","66,581","1,078"
"Stonewall County, Texas","66,591","1,077"
"Jerauld County, South Dakota","66,607","1,076"
"Grayson County, Texas","66,608","1,075"
"Humboldt County, Iowa","66,617","1,073"
"Lafayette Parish, Louisiana","66,617","1,073"
"Hampden County, Massachusetts","66,619","1,072"
"Walla Walla County, Washington","66,635","1,071"
"Arthur County, Nebraska","66,667","1,070"
"Oglethorpe County, Georgia","66,672","1,069"
"Brown County, Ohio","66,677","1,068"
"Hamilton County, Iowa","66,685","1,067"
"Griggs County, North Dakota","66,688","1,066"
"Yuba County, California","66,693","1,065"
"Kerr County, Texas","66,713","1,064"
"Sheridan County, Kansas","66,719","1,063"
"Park County, Wyoming","66,754","1,062"
"Caldwell County, Texas","66,779","1,061"
"Carbon County, Montana","66,780","1,060"
"Moniteau County, Missouri","66,792","1,059"
"Dodge County, Nebraska","66,793","1,058"
"Hettinger County, North Dakota","66,797","1,057"
"Boone County, Nebraska","66,800","1,055"
"Kittitas County, Washington","66,800","1,055"
"Archuleta County, Colorado","66,813","1,053"
"Noble County, Oklahoma","66,813","1,053"
"Williamsburg City, Virginia","66,815","1,052"
"Missoula County, Montana","66,840","1,051"
"LaPorte County, Indiana","66,854","1,050"
"Sully County, South Dakota","66,875","1,049"
"Hunt County, Texas","66,885","1,048"
"St. Clair County, Michigan","66,887","1,047"
"Hamilton County, New York","66,891","1,046"
"Jennings County, Indiana","66,892","1,045"
"Carroll County, Georgia","66,895","1,044"
"Campbell County, South Dakota","66,932","1,043"
"Carteret County, North Carolina","66,965","1,042"
"Lac qui Parle County, Minnesota","66,967","1,041"
"Mower County, Minnesota","66,972","1,039"
"Sevier County, Utah","66,972","1,039"
"Hancock County, Ohio","67,006","1,038"
"Fremont County, Idaho","67,015","1,037"
"Mercer County, Illinois","67,028","1,036"
"Brown County, Minnesota","67,038","1,035"
"Emery County, Utah","67,056","1,034"
"Richland County, North Dakota","67,089","1,033"
"Clinton County, New York","67,097","1,032"
"Wilkin County, Minnesota","67,114","1,031"
"Jackson County, Texas","67,176","1,030"
"Charlottesville City, Virginia","67,177","1,028"
"Douglas County, Illinois","67,177","1,028"
"Beaver County, Pennsylvania","67,194","1,027"
"Hubbard County, Minnesota","67,197","1,026"
"Tom Green County, Texas","67,215","1,025"
"Howard County, Texas","67,243","1,024"
"Lewis County, Washington","67,247","1,023"
"Bayfield County, Wisconsin","67,266","1,021"
"Coconino County, Arizona","67,266","1,021"
"Lorain County, Ohio","67,272","1,020"
"Bexar County, Texas","67,275","1,019"
"Palo Alto County, Iowa","67,306","1,018"
"San Juan County, Colorado","67,344","1,017"
"Jerome County, Idaho","67,347","1,016"
"Oneida County, Idaho","67,383","1,015"
"Lincoln County, Nevada","67,412","1,014"
"Ravalli County, Montana","67,424","1,013"
"Muscatine County, Iowa","67,427","1,012"
"Jasper County, Illinois","67,429","1,011"
"Atascosa County, Texas","67,442","1,010"
"Sheridan County, Montana","67,457","1,009"
"Dawson County, Nebraska","67,462","1,008"
"Carson City, Nevada","67,465","1,007"
"New Hanover County, North Carolina","67,515","1,005"
"Richland County, Montana","67,515","1,005"
"Indian River County, Florida","67,543","1,004"
"Osceola County, Iowa","67,561","1,003"
"Lumpkin County, Georgia","67,592","1,002"
"Grant County, Minnesota","67,600","1,000"
"Pickaway County, Ohio","67,600","1,000"
"Park County, Montana","67,602",999
"Major County, Oklahoma","67,621",998
"Coffey County, Kansas","67,645",997
"Anderson County, Kansas","67,651",996
"Jackson County, Oregon","67,690",995
"Polk County, Nebraska","67,695",994
"Jo Daviess County, Illinois","67,729",993
"Fresno County, California","67,756",992
"Winneshiek County, Iowa","67,770",991
"Jasper County, Iowa","67,784",990
"Hemphill County, Texas","67,798",989
"Southampton County, Virginia","67,813",988
"Pennington County, South Dakota","67,823",987
"Sullivan County, New York","67,841",986
"Hancock County, Iowa","67,865",985
"Baker County, Florida","67,872",984
"Plumas County, California","67,885",983
"Montgomery County, Tennessee","67,890",982
"Box Butte County, Nebraska","67,893",981
"Ringgold County, Iowa","67,898",980
"Kalamazoo County, Michigan","67,905",979
"DeKalb County, Missouri","67,910",978
"Franklin County, Texas","67,915",977
"La Salle County, Illinois","67,942",976
"Stevens County, Kansas","67,950",975
"Wyoming County, Pennsylvania","67,968",974
"Lamar County, Mississippi","67,972",973
"Uintah County, Utah","67,983",972
"Otter Tail County, Minnesota","67,990",971
"Ford County, Kansas","67,997",970
"Erie County, New York","68,014",969
"Clatsop County, Oregon","68,025",967
"Flathead County, Montana","68,025",967
"Carroll County, Iowa","68,041",966
"Wells County, Indiana","68,074",965
"Mesa County, Colorado","68,077",964
"Lonoke County, Arkansas","68,078",963
"Granville County, North Carolina","68,079",962
"Walsh County, North Dakota","68,082",961
"Mille Lacs County, Minnesota","68,088",960
"Essex County, New York","68,090",959
"Hancock County, Kentucky","68,102",958
"Camden County, Georgia","68,104",956
"Herkimer County, New York","68,104",956
"DeKalb County, Indiana","68,110",955
"Dawson County, Montana","68,168",954
"Lincoln County, Washington","68,172",953
"Livingston County, Illinois","68,175",952
"Genesee County, New York","68,178",951
"Franklin County, Kansas","68,217",950
"Hamilton County, Ohio","68,249",949
"Door County, Wisconsin","68,257",948
"Haines Borough, Alaska","68,276",947
"Autauga County, Alabama","68,315",946
"Pipestone County, Minnesota","68,341",945
"Shasta County, California","68,347",944
"Summit County, Ohio","68,360",943
"Clay County, Indiana","68,364",942
"Jackson County, Minnesota","68,368",941
"Woodbury County, Iowa","68,399",940
"Salem City, Virginia","68,402",939
"Canyon County, Idaho","68,473",938
"Trempealeau County, Wisconsin","68,474",937
"Finney County, Kansas","68,481",936
"Delta County, Texas","68,491",935
"Dickson County, Tennessee","68,492",934
"Union County, Indiana","68,514",933
"Meade County, Kentucky","68,518",932
"Beauregard Parish, Louisiana","68,525",931
"Kings County, California","68,540",930
"Wyandot County, Ohio","68,552",929
"Kent County, Texas","68,553",928
"Bennington County, Vermont","68,558",927
"Knox County, Tennessee","68,580",926
"Hickman County, Kentucky","68,589",925
"Grant County, Arkansas","68,598",924
"DeKalb County, Illinois","68,617",923
"Surry County, Virginia","68,655",922
"Becker County, Minnesota","68,683",921
"Sheridan County, North Dakota","68,684",920
"Washington County, New York","68,703",919
"Pottawattamie County, Iowa","68,718",918
"La Crosse County, Wisconsin","68,731",917
"Kearny County, Kansas","68,750",916
"Andrew County, Missouri","68,774",915
"Sac County, Iowa","68,778",914
"Jones County, Iowa","68,781",913
"Columbia County, Washington","68,825",912
"Steuben County, Indiana","68,837",911
"Yankton County, South Dakota","68,847",910
"Antrim County, Michigan","68,850",909
"Madison County, New York","68,869",908
"Crook County, Wyoming","68,876",907
"Catoosa County, Georgia","68,896",906
"Sheridan County, Wyoming","68,898",905
"Knox County, Maine","68,904",904
"St. Clair County, Illinois","68,915",903
"Cuming County, Nebraska","68,917",902
"Lyon County, Minnesota","68,919",901
"Dubois County, Indiana","68,945",900
"Sheboygan County, Wisconsin","68,969",899
"Kanabec County, Minnesota","68,995",898
"Rockdale County, Georgia","68,999",897
"Clark County, Indiana","69,005",896
"Smith County, Texas","69,053",895
"Hamilton County, Tennessee","69,069",894
"Banks County, Georgia","69,096",893
"Natrona County, Wyoming","69,104",892
"Davie County, North Carolina","69,105",891
"Logan County, Ohio","69,125",890
"Hutchinson County, South Dakota","69,139",889
"Waupaca County, Wisconsin","69,198",888
"Logan County, Nebraska","69,250",885
"Moore County, Tennessee","69,250",885
"Rich County, Utah","69,250",885
"Flagler County, Florida","69,251",884
"Kent County, Delaware","69,278",883
"Lafayette County, Wisconsin","69,293",882
"Defiance County, Ohio","69,302",881
"Jefferson County, Oregon","69,345",880
"Lee County, Florida","69,368",879
"Fremont County, Iowa","69,375",878
"Middlesex County, Virginia","69,389",877
"Marshall County, Minnesota","69,396",876
"Millard County, Utah","69,403",875
"Dillingham Census Area, Alaska","69,412",874
"Wicomico County, Maryland","69,421",873
"Bingham County, Idaho","69,433",872
"Westmoreland County, Pennsylvania","69,454",871
"Windsor County, Vermont","69,492",870
"Ottawa County, Ohio","69,515",869
"Linn County, Oregon","69,523",868
"Polk County, Minnesota","69,540",867
"Wichita County, Kansas","69,551",866
"Colusa County, California","69,619",865
"Lincoln County, Maine","69,638",864
"Teller County, Colorado","69,655",863
"Emmet County, Michigan","69,690",862
"Jackson County, Iowa","69,709",861
"Hyde County, South Dakota","69,712",860
"Dunn County, Wisconsin","69,721",859
"Oliver County, North Dakota","69,722",858
"Stevens County, Minnesota","69,737",857
"Berkshire County, Massachusetts","69,744",856
"Charlevoix County, Michigan","69,764",855
"Ray County, Missouri","69,779",854
"Iowa County, Iowa","69,787",853
"Portage County, Ohio","69,796",852
"Chippewa County, Wisconsin","69,815",851
"Bailey County, Texas","69,830",850
"Cameron Parish, Louisiana","69,847",849
"Rio Blanco County, Colorado","69,882",848
"Anderson County, Kentucky","69,885",847
"Lamoille County, Vermont","69,886",846
"Worth County, Iowa","69,897",845
"Jessamine County, Kentucky","69,905",844
"Clark County, Nevada","69,911",843
"Churchill County, Nevada","69,922",842
"Platte County, Nebraska","69,943",841
"Greeley County, Kansas","69,948",840
"Archer County, Texas","69,954",839
"Tompkins County, New York","69,995",838
"Wabaunsee County, Kansas","70,000",837
"Lyon County, Nevada","70,026",836
"Winnebago County, Wisconsin","70,041",835
"Washington County, Texas","70,043",834
"Thomas County, Nebraska","70,069",833
"Centre County, Pennsylvania","70,087",832
"Buffalo County, Nebraska","70,093",831
"Treasure County, Montana","70,096",830
"Sumter County, Florida","70,105",829
"Franklin County, Missouri","70,111",828
"Nome Census Area, Alaska","70,121",827
"Roseau County, Minnesota","70,122",826
"Eau Claire County, Wisconsin","70,127",825
"King and Queen County, Virginia","70,147",824
"Gillespie County, Texas","70,162",823
"Hardin County, Texas","70,164",822
"Martin County, Texas","70,217",821
"LaMoure County, North Dakota","70,227",820
"Meade County, South Dakota","70,256",819
"Ripley County, Indiana","70,285",818
"Noble County, Indiana","70,286",817
"Greene County, New York","70,294",816
"Shelby County, Iowa","70,295",815
"Osage County, Missouri","70,313",814
"Reagan County, Texas","70,319",813
"Wayne County, Ohio","70,320",812
"Umatilla County, Oregon","70,322",811
"Kane County, Utah","70,327",810
"Broward County, Florida","70,331",809
"Gilmer County, Georgia","70,334",808
"Benton County, Minnesota","70,346",807
"Kiowa County, Kansas","70,347",806
"Fond du Lac County, Wisconsin","70,368",805
"Brown County, South Dakota","70,379",804
"Logan County, Kansas","70,382",803
"Franklin County, Massachusetts","70,383",802
"Jackson County, Kansas","70,385",801
"Lancaster County, Nebraska","70,387",800
"Spokane County, Washington","70,394",799
"Morrow County, Ohio","70,412",798
"Armstrong County, Texas","70,417",797
"Tioga County, New York","70,427",796
"Tuolumne County, California","70,432",795
"Livingston County, New York","70,443",794
"Morgan County, Colorado","70,471",793
"Champaign County, Ohio","70,486",792
"Franklin County, North Carolina","70,493",791
"Scott County, Illinois","70,500",790
"Santa Fe County, New Mexico","70,522",789
"Wood County, Ohio","70,537",788
"Ector County, Texas","70,566",787
"Callaway County, Missouri","70,599",786
"Yellow Medicine County, Minnesota","70,605",785
"Putnam County, Indiana","70,609",784
"Hillsborough County, Florida","70,612",783
"Slope County, North Dakota","70,625",782
"Rock County, Wisconsin","70,630",781
"Cole County, Missouri","70,667",780
"Tipton County, Tennessee","70,674",779
"Harvey County, Kansas","70,685",778
"Dallas County, Texas","70,732",776
"Newton County, Georgia","70,732",776
"Howard County, Nebraska","70,766",775
"Ward County, Texas","70,771",774
"Boise County, Idaho","70,776",773
"Sullivan County, New Hampshire","70,788",772
"Harris County, Texas","70,789",771
"Duchesne County, Utah","70,821",770
"Marshall County, Iowa","70,828",769
"Pepin County, Wisconsin","70,833",768
"Grant County, South Dakota","70,851",767
"Blue Earth County, Minnesota","70,906",766
"Cowlitz County, Washington","70,912",765
"Marion County, Oregon","70,926",764
"Blount County, Tennessee","70,935",763
"Kosciusko County, Indiana","70,945",762
"Bandera County, Texas","70,965",761
"Wayne County, New York","71,007",760
"Baldwin County, Alabama","71,039",759
"Dauphin County, Pennsylvania","71,046",758
"Franklin County, Ohio","71,070",757
"Oldham County, Texas","71,103",756
"Saline County, Nebraska","71,104",755
"Washington County, Iowa","71,122",754
"Brunswick County, North Carolina","71,193",753
"Colfax County, Nebraska","71,205",752
"Pope County, Minnesota","71,212",751
"Knox County, Ohio","71,246",750
"McPherson County, Kansas","71,250",749
"Cumberland County, Illinois","71,274",748
"Lexington County, South Carolina","71,280",747
"White Pine County, Nevada","71,297",746
"Portage County, Wisconsin","71,301",745
"Harrison County, Indiana","71,302",744
"Brevard County, Florida","71,308",743
"Benzie County, Michigan","71,327",742
"Greenville County, South Carolina","71,328",741
"Crane County, Texas","71,364",740
"Manatee County, Florida","71,385",739
"Miami County, Ohio","71,440",738
"Monroe County, New York","71,450",737
"Fulton County, Ohio","71,453",736
"Ransom County, North Dakota","71,462",735
"Moody County, South Dakota","71,469",734
"Onondaga County, New York","71,479",732
"Schoharie County, New York","71,479",732
"Burnet County, Texas","71,482",731
"Harding County, South Dakota","71,484",730
"Aurora County, South Dakota","71,490",729
"Maury County, Tennessee","71,500",727
"Murray County, Minnesota","71,500",727
"Pennington County, Minnesota","71,504",726
"Decatur County, Indiana","71,566",725
"Houston County, Minnesota","71,580",724
"Henry County, Ohio","71,616",723
"Lipscomb County, Texas","71,625",722
"Kent County, Maryland","71,635",721
"Waller County, Texas","71,643",720
"Sangamon County, Illinois","71,653",719
"Ionia County, Michigan","71,720",718
"Burleson County, Texas","71,745",717
"Dodge County, Wisconsin","71,747",716
"Cleveland County, Oklahoma","71,757",715
"Madison County, Illinois","71,759",714
"Potter County, South Dakota","71,786",713
"Weston County, Wyoming","71,800",712
"Franklin County, Pennsylvania","71,808",711
"Waseca County, Minnesota","71,856",710
"Davidson County, Tennessee","71,863",709
"Chelan County, Washington","71,876",708
"Orange County, Texas","71,910",707
"Cook County, Minnesota","71,937",706
"Tipton County, Indiana","71,947",705
"Kootenai County, Idaho","71,949",704
"Lewis and Clark County, Montana","71,967",703
"Dallam County, Texas","71,969",702
"Washington County, Utah","71,976",701
"Campbell County, Kentucky","71,979",700
"West Feliciana Parish, Louisiana","71,985",699
"Cedar County, Nebraska","72,035",697
"Wakulla County, Florida","72,035",697
"Lancaster County, South Carolina","72,186",696
"Colonial Heights City, Virginia","72,216",695
"Yellowstone County, Montana","72,300",694
"Turner County, South Dakota","72,312",693
"Fillmore County, Nebraska","72,335",692
"Thomas County, Kansas","72,417",691
"Dickinson County, Iowa","72,446",690
"Douglas County, Minnesota","72,472",689
"Louisa County, Iowa","72,500",688
"Lebanon County, Pennsylvania","72,532",687
"Allegheny County, Pennsylvania","72,537",686
"Pickens County, Georgia","72,558",685
"Monroe County, Michigan","72,573",684
"Providence County, Rhode Island","72,579",683
"Montour County, Pennsylvania","72,626",682
"Orange County, Florida","72,629",681
"Sutter County, California","72,654",680
"Racine County, Wisconsin","72,658",679
"Cache County, Utah","72,719",678
"Chickasaw County, Iowa","72,734",677
"Box Elder County, Utah","72,769",676
"Nemaha County, Kansas","72,788",675
"Scott County, Iowa","72,792",674
"San Miguel County, Colorado","72,829",673
"Moultrie County, Illinois","72,833",671
"Warren County, Indiana","72,833",671
"Hand County, South Dakota","72,857",670
"Valley County, Idaho","72,878",669
"Fayette County, Texas","72,881",668
"Benton County, Oregon","72,882",667
"York County, Nebraska","72,914",666
"Sauk County, Wisconsin","72,930",665
"Johnson County, Iowa","72,977",664
"Holmes County, Ohio","72,987",663
"Washington County, Maryland","73,017",662
"Otoe County, Nebraska","73,031",661
"Medina County, Texas","73,060",660
"Bonneville County, Idaho","73,103",658
"Iredell County, North Carolina","73,103",658
"Stearns County, Minnesota","73,105",657
"Minnehaha County, South Dakota","73,110",656
"Atlantic County, New Jersey","73,113",655
"Effingham County, Illinois","73,181",654
"St. Clair County, Alabama","73,218",653
"Rockingham County, Virginia","73,232",652
"Fillmore County, Minnesota","73,234",651
"Saline County, Arkansas","73,236",650
"Marathon County, Wisconsin","73,248",649
"Cass County, North Dakota","73,249",648
"Hamilton County, Nebraska","73,254",647
"Elmore County, Alabama","73,258",646
"Lampasas County, Texas","73,269",645
"Mercer County, Ohio","73,278",644
"Kandiyohi County, Minnesota","73,285",643
"McLeod County, Minnesota","73,296",642
"Gaines County, Texas","73,299",641
"Pinal County, Arizona","73,313",640
"Salem County, New Jersey","73,378",639
"Buchanan County, Iowa","73,493",638
"Dubuque County, Iowa","73,495",637
"Shelby County, Ohio","73,502",636
"Madera County, California","73,543",635
"Austin County, Texas","73,556",634
"Oconto County, Wisconsin","73,611",633
"Berkeley County, West Virginia","73,619",632
"Franklin County, Vermont","73,633",631
"Whitley County, Indiana","73,636",630
"Midland County, Michigan","73,643",629
"Dorchester County, South Carolina","73,686",628
"Lyon County, Iowa","73,735",627
"Greenlee County, Arizona","73,756",626
"Essex County, New Jersey","73,785",625
"Lake County, Minnesota","73,860",624
"Jefferson County, Montana","73,875",623
"Macomb County, Michigan","73,876",622
"Red Lake County, Minnesota","73,889",621
"Bullitt County, Kentucky","73,900",620
"Eureka County, Nevada","73,929",619
"Brown County, Indiana","73,933",617
"Clay County, Nebraska","73,933",617
"Okaloosa County, Florida","73,988",616
"Billings County, North Dakota","74,000",615
"Marshall County, South Dakota","74,018",614
"Meade County, Kansas","74,063",613
"Brown County, Wisconsin","74,066",612
"Polk County, Wisconsin","74,142",611
"Hall County, Georgia","74,153",610
"Marion County, Iowa","74,193",609
"Hawaii County, Hawaii","74,238",608
"Kearney County, Nebraska","74,276",607
"Grady County, Oklahoma","74,349",606
"Mason County, Washington","74,388",605
"Washington County, Pennsylvania","74,403",604
"Robertson County, Tennessee","74,440",603
"Gray County, Kansas","74,500",602
"Warren County, New York","74,531",601
"Orange County, Vermont","74,534",600
"Pender County, North Carolina","74,538",599
"Ottawa County, Kansas","74,551",598
"Jefferson County, Kansas","74,562",597
"Madison County, Virginia","74,586",596
"Tazewell County, Illinois","74,606",595
"Berks County, Pennsylvania","74,617",594
"Carlton County, Minnesota","74,660",593
"Kings County, New York","74,692",592
"Bedford City and County, Virginia","74,773",591
"Sibley County, Minnesota","74,781",590
"Bartow County, Georgia","74,812",589
"Walton County, Florida","74,832",588
"Amador County, California","74,853",587
"Monroe County, Georgia","74,867",586
"Stanislaus County, California","74,872",585
"McCook County, South Dakota","74,873",584
"Lake County, South Dakota","74,884",583
"Durham County, North Carolina","74,927",582
"Crook County, Oregon","74,969",581
"Lehigh County, Pennsylvania","74,973",580
"Clay County, Minnesota","75,006",579
"Loudon County, Tennessee","75,008",578
"Alfalfa County, Oklahoma","75,028",577
"Douglas County, South Dakota","75,048",576
"Barrow County, Georgia","75,053",575
"Schenectady County, New York","75,056",574
"Rock County, Minnesota","75,060",573
"Wabasha County, Minnesota","75,063",572
"Wagoner County, Oklahoma","75,082",571
"Washington County, Illinois","75,111",570
"Walworth County, Wisconsin","75,172",569
"Barry County, Michigan","75,182",568
"Clay County, Texas","75,227",567
"Auglaize County, Ohio","75,231",566
"Johnston County, North Carolina","75,288",565
"Rogers County, Oklahoma","75,312",564
"McLean County, Illinois","75,356",563
"Southeast Fairbanks Census Area, Alaska","75,378",562
"Lapeer County, Michigan","75,402",561
"Sussex County, Delaware","75,406",560
"Linn County, Iowa","75,457",559
"Windham County, Connecticut","75,513",558
"Warren County, Missouri","75,531",557
"Allegan County, Michigan","75,543",556
"Grand Traverse County, Michigan","75,553",555
"Humboldt County, Nevada","75,574",554
"Posey County, Indiana","75,594",553
"Sargent County, North Dakota","75,648",552
"Lincoln County, North Carolina","75,672",551
"Floyd County, Indiana","75,686",550
"Butler County, Nebraska","75,690",549
"Putnam County, West Virginia","75,725",548
"Putnam County, Illinois","75,726",547
"Boone County, Iowa","75,759",546
"Ogle County, Illinois","75,782",545
"Christian County, Missouri","75,787",544
"Guthrie County, Iowa","75,795",543
"Harrison County, Iowa","75,830",542
"Delaware County, Iowa","75,896",541
"Meeker County, Minnesota","75,926",540
"Custer County, South Dakota","75,943",539
"Franklin County, Indiana","75,985",538
"Kenton County, Kentucky","76,016",537
"Stanton County, Nebraska","76,035",536
"DeKalb County, Georgia","76,044",535
"Palm Beach County, Florida","76,066",534
"Green County, Wisconsin","76,080",533
"Douglas County, Nebraska","76,083",532
"Perry County, Pennsylvania","76,103",531
"Augusta County, Virginia","76,124",530
"Kent County, Michigan","76,247",529
"Kenai Peninsula Borough, Alaska","76,272",528
"Laramie County, Wyoming","76,282",527
"Monroe County, Iowa","76,324",526
"Pike County, Pennsylvania","76,416",525
"Sandoval County, New Mexico","76,424",524
"Rankin County, Mississippi","76,460",523
"Gunnison County, Colorado","76,538",522
"Cheshire County, New Hampshire","76,551",521
"Gosper County, Nebraska","76,583",519
"Kenosha County, Wisconsin","76,583",519
"Louisa County, Virginia","76,594",518
"Ontario County, New York","76,603",517
"Worcester County, Maryland","76,689",516
"San Juan County, Washington","76,745",515
"Edmunds County, South Dakota","76,806",514
"Lake County, Ohio","76,835",513
"Yakutat City and Borough, Alaska","76,875",512
"Bartholomew County, Indiana","76,912",511
"St. Tammany Parish, Louisiana","76,914",510
"Douglas County, Georgia","76,930",509
"Cedar County, Iowa","76,959",508
"Houston County, Georgia","76,968",507
"Hamlin County, South Dakota","76,995",506
"Deuel County, South Dakota","76,997",505
"Cheatham County, Tennessee","77,014",504
"Jefferson County, Wisconsin","77,018",503
"Carroll County, New Hampshire","77,049",502
"Johnson County, Texas","77,058",501
"Butler County, Ohio","77,062",499
"Madison County, Ohio","77,062",499
"Renville County, North Dakota","77,067",498
"Eaton County, Michigan","77,158",497
"Davis County, Iowa","77,176",496
"Ulster County, New York","77,197",495
"Sarasota County, Florida","77,213",494
"Jefferson County, Missouri","77,217",493
"Dinwiddie County, Virginia","77,225",492
"Washington County, Vermont","77,278",491
"Polk County, Oregon","77,353",490
"San Bernardino County, California","77,423",489
"Eddy County, New Mexico","77,458",488
"Jefferson County, Idaho","77,491",487
"Trego County, Kansas","77,500",486
"Calaveras County, California","77,526",485
"Greene County, Georgia","77,527",484
"Whatcom County, Washington","77,581",483
"Mason County, Texas","77,583",482
"Sagadahoc County, Maine","77,591",481
"Jersey County, Illinois","77,607",480
"Kewaunee County, Wisconsin","77,610",479
"Northwest Arctic Borough, Alaska","77,647",478
"Botetourt County, Virginia","77,680",477
"Butler County, Kansas","77,724",476
"Jasper County, Indiana","77,777",475
"Petersburg Census Area, Alaska","77,826",474
"Berkeley County, South Carolina","77,874",473
"Franklin County, Washington","77,877",472
"Martin County, Florida","77,894",471
"Livingston Parish, Louisiana","77,978",470
"Moore County, North Carolina","77,981",469
"Plaquemines Parish, Louisiana","77,996",468
"Randall County, Texas","78,038",467
"Clinton County, Illinois","78,054",466
"Madison County, Alabama","78,058",465
