RegionName,Median Household Income,Rank
"Hale County, Texas","50,721","2,499"
"Cleveland County, North Carolina","50,723","2,498"
"Woods County, Oklahoma","50,724","2,497"
"Torrance County, New Mexico","50,727","2,496"
"San Juan County, New Mexico","50,734","2,495"
"Rockingham County, North Carolina","50,737","2,494"
"Lincoln County, Georgia","50,754","2,493"
"Wilbarger County, Texas","50,769","2,492"
"Wheeler County, Oregon","50,774","2,491"
"St. Martin Parish, Louisiana","50,806","2,490"
"Okmulgee County, Oklahoma","50,819","2,489"
"Pike County, Ohio","50,832","2,488"
"Otero County, New Mexico","50,833","2,486"
"Sioux County, Nebraska","50,833","2,486"
"Aroostook County, Maine","50,843","2,485"
"Simpson County, Mississippi","50,867","2,484"
"Tyler County, Texas","50,898","2,483"
"Muhlenberg County, Kentucky","50,935","2,482"
"Smith County, Kansas","50,943","2,481"
"Putnam County, Missouri","50,950","2,480"
"Nowata County, Oklahoma","50,960","2,479"
"Vinton County, Ohio","50,967","2,478"
"Lincoln County, West Virginia","50,985","2,477"
"Luce County, Michigan","51,015","2,476"
"Adair County, Missouri","51,020","2,475"
"Franklin County, Illinois","51,031","2,474"
"Coleman County, Texas","51,034","2,473"
"Lawrence County, Tennessee","51,038","2,471"
"Roosevelt County, Montana","51,038","2,471"
"Radford City, Virginia","51,039","2,470"
"Saluda County, South Carolina","51,041","2,469"
"Macon County, North Carolina","51,042","2,468"
"Houston County, Texas","51,043","2,467"
"Grundy County, Missouri","51,045","2,466"
"Morgan County, Ohio","51,056","2,465"
"Blackford County, Indiana","51,108","2,464"
"Orleans Parish, Louisiana","51,116","2,463"
"Logan County, Arkansas","51,131","2,462"
"White County, Arkansas","51,144","2,461"
"Nacogdoches County, Texas","51,153","2,460"
"Trinity County, Texas","51,165","2,459"
"Washington County, Alabama","51,184","2,458"
"Randolph County, West Virginia","51,186","2,457"
"Chowan County, North Carolina","51,188","2,456"
"Monroe County, Mississippi","51,190","2,455"
"Cloud County, Kansas","51,197","2,454"
"Chautauqua County, Kansas","51,210","2,453"
"Macon County, Tennessee","51,215","2,452"
"Dona Ana County, New Mexico","51,232","2,451"
"McIntosh County, Georgia","51,262","2,450"
"Mecklenburg County, Virginia","51,265","2,449"
"George County, Mississippi","51,349","2,448"
"Dent County, Missouri","51,410","2,447"
"Marshall County, Mississippi","51,431","2,446"
"Bath County, Kentucky","51,471","2,445"
"Randolph County, Missouri","51,480","2,444"
"Jackson County, North Carolina","51,482","2,443"
"Beckham County, Oklahoma","51,499","2,442"
"Montgomery County, Kansas","51,513","2,441"
"Madison County, Arkansas","51,514","2,440"
"Roanoke City, Virginia","51,523","2,439"
"Morris County, Texas","51,532","2,438"
"Houston County, Tennessee","51,544","2,437"
"Noble County, Ohio","51,547","2,436"
"Charlotte County, Virginia","51,548","2,435"
"Gilmer County, West Virginia","51,552","2,434"
"Cleburne County, Alabama","51,553","2,433"
"Jefferson County, Florida","51,573","2,432"
"Henderson County, Tennessee","51,576","2,431"
"Prentiss County, Mississippi","51,578","2,430"
"Baker County, Oregon","51,657","2,429"
"Washington County, Maine","51,669","2,428"
"Pope County, Arkansas","51,678","2,427"
"Stoddard County, Missouri","51,703","2,426"
"Saline County, Illinois","51,710","2,425"
"Donley County, Texas","51,711","2,424"
"Liberty County, Florida","51,723","2,423"
"Audrain County, Missouri","51,745","2,422"
"Breckinridge County, Kentucky","51,756","2,421"
"Wilkes County, Georgia","51,780","2,420"
"Bledsoe County, Tennessee","51,783","2,419"
"Chouteau County, Montana","51,791","2,418"
"Piscataquis County, Maine","51,805","2,417"
"Harrison County, Missouri","51,809","2,416"
"Greenwood County, Kansas","51,812","2,415"
"Greensville County, Virginia","51,823","2,414"
"Lawrence County, Ohio","51,846","2,413"
"Crittenden County, Arkansas","51,860","2,412"
"Gallatin County, Illinois","51,868","2,410"
"Tattnall County, Georgia","51,868","2,410"
"Santa Cruz County, Arizona","51,885","2,409"
"Baraga County, Michigan","51,911","2,408"
"Grady County, Georgia","51,929","2,407"
"Deaf Smith County, Texas","51,942","2,406"
"Saguache County, Colorado","51,946","2,405"
"Polk County, Georgia","51,956","2,404"
"Fayette County, Illinois","51,962","2,403"
"Brooke County, West Virginia","51,963","2,402"
"Morgan County, Tennessee","51,971","2,401"
"Greene County, Tennessee","51,975","2,400"
"Smith County, Mississippi","51,983","2,399"
"Rio Arriba County, New Mexico","52,031","2,398"
"Collingsworth County, Texas","52,045","2,397"
"Coshocton County, Ohio","52,048","2,396"
"Laurens County, South Carolina","52,077","2,395"
"Blaine County, Nebraska","52,083","2,394"
"San Juan County, Utah","52,108","2,393"
"Monroe County, Tennessee","52,123","2,392"
"Miller County, Georgia","52,132","2,391"
"Somerset County, Maryland","52,149","2,390"
"Etowah County, Alabama","52,177","2,389"
"Jefferson County, Iowa","52,210","2,388"
"Fayette County, Indiana","52,219","2,387"
"Lane County, Kansas","52,222","2,386"
"Lawrence County, Missouri","52,225","2,385"
"Jay County, Indiana","52,231","2,384"
"Iron County, Michigan","52,241","2,383"
"Alamosa County, Colorado","52,271","2,382"
"Boone County, Arkansas","52,275","2,381"
"Walker County, Georgia","52,276","2,380"
"Coosa County, Alabama","52,279","2,379"
"Bollinger County, Missouri","52,306","2,378"
"Essex County, Virginia","52,335","2,377"
"Independence County, Arkansas","52,361","2,376"
"Caldwell County, North Carolina","52,362","2,375"
"Crawford County, Missouri","52,367","2,374"
"Kinney County, Texas","52,386","2,373"
"Meriwether County, Georgia","52,392","2,371"
"Monroe County, West Virginia","52,392","2,371"
"Cherokee County, Oklahoma","52,410","2,370"
"Caddo County, Oklahoma","52,443","2,369"
"Talladega County, Alabama","52,457","2,368"
"Pendleton County, West Virginia","52,458","2,367"
"Big Horn County, Montana","52,463","2,366"
"Jefferson Davis Parish, Louisiana","52,470","2,365"
"Ohio County, Kentucky","52,474","2,364"
"Chase County, Kansas","52,481","2,363"
"Crawford County, Ohio","52,486","2,362"
"Kleberg County, Texas","52,487","2,361"
"Caldwell County, Kentucky","52,488","2,360"
"Waynesboro City, Virginia","52,519","2,359"
"Graves County, Kentucky","52,526","2,358"
"Lincoln County, Kansas","52,540","2,357"
"Alleghany County and Clifton Forge City, Virginia","52,546","2,356"
"Tift County, Georgia","52,561","2,355"
"Citrus County, Florida","52,569","2,354"
"Franklin County, Georgia","52,597","2,353"
"Pittsylvania County, Virginia","52,619","2,352"
"Isabella County, Michigan","52,638","2,351"
"Roosevelt County, New Mexico","52,644","2,350"
"Brunswick County, Virginia","52,678","2,349"
"Accomack County, Virginia","52,694","2,347"
"Wayne County, West Virginia","52,694","2,347"
"Norton County, Kansas","52,710","2,346"
"Baylor County, Texas","52,716","2,345"
"Cheyenne County, Kansas","52,730","2,344"
"Houghton County, Michigan","52,736","2,343"
"Mahnomen County, Minnesota","52,739","2,342"
"Surry County, North Carolina","52,743","2,341"
"Edwards County, Kansas","52,750","2,340"
"Allen Parish, Louisiana","52,755","2,339"
"Wirt County, West Virginia","52,776","2,338"
"Cleburne County, Arkansas","52,780","2,337"
"Haskell County, Texas","52,786","2,336"
"Vermilion County, Illinois","52,787","2,335"
"Vigo County, Indiana","52,789","2,334"
"Dale County, Alabama","52,813","2,331"
"Greeley County, Nebraska","52,813","2,331"
"Terrell County, Texas","52,813","2,331"
"Swain County, North Carolina","52,818","2,330"
"Lowndes County, Georgia","52,821","2,329"
"Morris County, Kansas","52,866","2,328"
"Grant County, West Virginia","52,877","2,327"
"Stephens County, Georgia","52,901","2,326"
"Eastland County, Texas","52,902","2,325"
"St. Louis City, Missouri","52,941","2,324"
"Chattahoochee County, Georgia","52,943","2,323"
"Taylor County, West Virginia","52,946","2,322"
"Warren County, Tennessee","52,948","2,321"
"Walker County, Alabama","52,987","2,320"
"Lynn County, Texas","52,996","2,319"
"Madison County, Idaho","53,025","2,318"
"Hardin County, Illinois","53,026","2,317"
"Edmonson County, Kentucky","53,029","2,316"
"Harper County, Kansas","53,032","2,315"
"Grant County, Indiana","53,033","2,314"
"Sequatchie County, Tennessee","53,038","2,313"
"Pointe Coupee Parish, Louisiana","53,045","2,312"
"Jones County, North Carolina","53,053","2,311"
"Pittsburg County, Oklahoma","53,054","2,310"
"Mason County, West Virginia","53,058","2,309"
"Carlisle County, Kentucky","53,065","2,308"
"St. Francois County, Missouri","53,083","2,307"
"Limestone County, Texas","53,102","2,306"
"Yancey County, North Carolina","53,103","2,305"
"Haakon County, South Dakota","53,109","2,304"
"Jefferson County, Ohio","53,124","2,303"
"Dyer County, Tennessee","53,150","2,302"
"Kimball County, Nebraska","53,151","2,301"
"McCulloch County, Texas","53,214","2,300"
"Phelps County, Missouri","53,242","2,299"
"Schley County, Georgia","53,274","2,298"
"Tallapoosa County, Alabama","53,282","2,297"
"Hockley County, Texas","53,283","2,296"
"Delaware County, Oklahoma","53,290","2,295"
"Vernon County, Missouri","53,318","2,294"
"Clinch County, Georgia","53,350","2,293"
"Clark County, Missouri","53,362","2,292"
"Pike County, Missouri","53,363","2,291"
"Scott County, Kansas","53,365","2,290"
"Delaware County, Indiana","53,377","2,289"
"Cherokee County, Kansas","53,382","2,288"
"Iron County, Missouri","53,401","2,287"
"Montgomery County, Kentucky","53,436","2,286"
"Sullivan County, Missouri","53,438","2,285"
"Arenac County, Michigan","53,487","2,284"
"Miller County, Missouri","53,490","2,283"
"Clark County, Idaho","53,500","2,282"
"Columbia County, Florida","53,501","2,281"
"Avery County, North Carolina","53,513","2,280"
"Wayne County, Illinois","53,522","2,279"
"Rush County, Kansas","53,523","2,278"
"Somerset County, Maine","53,527","2,277"
"McDowell County, North Carolina","53,532","2,276"
"Trumbull County, Ohio","53,537","2,275"
"Sevier County, Arkansas","53,567","2,274"
"Mohave County, Arizona","53,592","2,273"
"Troup County, Georgia","53,599","2,272"
"Garvin County, Oklahoma","53,600","2,271"
"Nye County, Nevada","53,602","2,270"
"Sheridan County, Nebraska","53,609","2,269"
"Madison County, Georgia","53,626","2,268"
"Hawkins County, Tennessee","53,647","2,267"
"Hidalgo County, New Mexico","53,651","2,266"
"Ashtabula County, Ohio","53,663","2,265"
"Bulloch County, Georgia","53,675","2,264"
"Highlands County, Florida","53,679","2,263"
"Lowndes County, Mississippi","53,687","2,262"
"Laurel County, Kentucky","53,693","2,261"
"Gladwin County, Michigan","53,717","2,260"
"Schuyler County, Missouri","53,728","2,259"
"Burke County, North Carolina","53,732","2,257"
"Coles County, Illinois","53,732","2,257"
"Carbon County, Utah","53,734","2,255"
"Marshall County, Oklahoma","53,734","2,255"
"Kay County, Oklahoma","53,746","2,254"
"Dawes County, Nebraska","53,760","2,253"
"Barber County, Kansas","53,774","2,251"
"Schleicher County, Texas","53,774","2,251"
"Polk County, Tennessee","53,775","2,250"
"Brown County, Texas","53,792","2,249"
"Robertson County, Kentucky","53,798","2,248"
"Gentry County, Missouri","53,799","2,247"
"Rolette County, North Dakota","53,806","2,246"
"Imperial County, California","53,847","2,245"
"Delta County, Michigan","53,852","2,244"
"Siskiyou County, California","53,898","2,243"
"Guernsey County, Ohio","53,901","2,242"
"Granite County, Montana","53,917","2,240"
"Nodaway County, Missouri","53,917","2,240"
"Wythe County, Virginia","53,921","2,239"
"Camp County, Texas","53,968","2,238"
"Sumter County, South Carolina","53,970","2,237"
"Perry County, Arkansas","53,980","2,236"
"Cheyenne County, Nebraska","54,038","2,235"
"Toole County, Montana","54,040","2,234"
"Madison County, Missouri","54,042","2,233"
"Sebastian County, Arkansas","54,047","2,232"
"Tucker County, West Virginia","54,053","2,231"
"Harrison County, Ohio","54,056","2,230"
"Menominee County, Michigan","54,074","2,228"
"Wabash County, Illinois","54,074","2,228"
"San Saba County, Texas","54,087","2,227"
"Union County, Illinois","54,090","2,226"
"Dooly County, Georgia","54,109","2,225"
"Macon County, Missouri","54,113","2,224"
"Warren County, Mississippi","54,117","2,223"
"Bates County, Missouri","54,122","2,222"
"Mecosta County, Michigan","54,132","2,221"
"Pawnee County, Kansas","54,141","2,220"
"Humphreys County, Tennessee","54,185","2,219"
"Benewah County, Idaho","54,191","2,218"
"Pearl River County, Mississippi","54,220","2,217"
"Cambria County, Pennsylvania","54,221","2,216"
"Garland County, Arkansas","54,229","2,215"
"Mahoning County, Ohio","54,279","2,214"
"Bryan County, Oklahoma","54,289","2,213"
"Cass County, Texas","54,303","2,212"
"Refugio County, Texas","54,304","2,211"
"Wayne County, North Carolina","54,323","2,210"
"Calhoun County, Alabama","54,339","2,209"
"Wood County, West Virginia","54,350","2,208"
"Sullivan County, Tennessee","54,357","2,207"
"Putnam County, Tennessee","54,371","2,206"
"Niobrara County, Wyoming","54,375","2,205"
"Pontotoc County, Mississippi","54,414","2,204"
"Lunenburg County, Virginia","54,438","2,203"
"Hopkins County, Kentucky","54,466","2,202"
"Taney County, Missouri","54,467","2,201"
"Huron County, Michigan","54,475","2,200"
"Polk County, Missouri","54,487","2,199"
"Jefferson County, Nebraska","54,494","2,198"
"Lamb County, Texas","54,519","2,197"
"Republic County, Kansas","54,531","2,196"
"Sullivan County, Indiana","54,556","2,195"
"Muscogee County, Georgia","54,561","2,194"
"Gray County, Texas","54,563","2,193"
"Bourbon County, Kentucky","54,580","2,192"
"White County, Illinois","54,605","2,191"
"Scott County, Missouri","54,621","2,190"
"Chautauqua County, New York","54,625","2,189"
"Barton County, Kansas","54,634","2,188"
"Lake County, Oregon","54,663","2,187"
"Hickman County, Tennessee","54,669","2,186"
"Northampton County, Virginia","54,693","2,185"
"Baldwin County, Georgia","54,699","2,184"
"Irion County, Texas","54,708","2,183"
"Idaho County, Idaho","54,745","2,182"
"Wadena County, Minnesota","54,747","2,181"
"McDuffie County, Georgia","54,752","2,180"
"Bradford County, Florida","54,759","2,179"
"Oxford County, Maine","54,780","2,178"
"Lawrence County, Alabama","54,786","2,177"
"Golden Valley County, Montana","54,792","2,176"
"San Jacinto County, Texas","54,839","2,175"
"Wayne County, Indiana","54,854","2,174"
"Fannin County, Georgia","54,857","2,173"
"Pierce County, Georgia","54,861","2,172"
"Logan County, Colorado","54,864","2,171"
"Musselshell County, Montana","54,875","2,169"
"Osceola County, Michigan","54,875","2,169"
"Greene County, Arkansas","54,879","2,168"
"Fall River County, South Dakota","54,886","2,167"
"Hamilton County, Texas","54,890","2,166"
"Neosho County, Kansas","54,894","2,165"
"Henry County, Missouri","54,903","2,164"
"Pitt County, North Carolina","54,915","2,163"
"Burt County, Nebraska","54,950","2,162"
"Modoc County, California","54,962","2,161"
"Jasper County, Missouri","54,963","2,160"
"Greene County, Missouri","54,968","2,159"
"Audubon County, Iowa","54,973","2,158"
"Elmore County, Idaho","55,000","2,156"
"Uvalde County, Texas","55,000","2,156"
"Allen County, Kansas","55,059","2,155"
"Houston County, Alabama","55,064","2,154"
"Schoolcraft County, Michigan","55,071","2,153"
"Dewey County, South Dakota","55,077","2,152"
"Langlade County, Wisconsin","55,091","2,151"
"Marion County, Ohio","55,106","2,150"
"Taos County, New Mexico","55,145","2,149"
"Liberty County, Georgia","55,149","2,148"
"Holt County, Missouri","55,153","2,147"
"Craighead County, Arkansas","55,169","2,146"
"Jackson County, West Virginia","55,173","2,145"
"Iberia Parish, Louisiana","55,190","2,144"
"Greer County, Oklahoma","55,204","2,143"
"Harrison County, Mississippi","55,211","2,142"
"Throckmorton County, Texas","55,221","2,141"
"Evans County, Georgia","55,222","2,139"
"Hampshire County, West Virginia","55,222","2,139"
"Adams County, Wisconsin","55,223","2,138"
"Kanawha County, West Virginia","55,226","2,137"
"Gila County, Arizona","55,242","2,136"
"Coos County, New Hampshire","55,247","2,134"
"Essex County, Vermont","55,247","2,134"
"Allegany County, Maryland","55,248","2,133"
"Marion County, Florida","55,265","2,132"
"Tangipahoa Parish, Louisiana","55,274","2,131"
"Madison County, Tennessee","55,280","2,130"
"Atchison County, Kansas","55,281","2,129"
"Upton County, Texas","55,284","2,128"
"Tyrrell County, North Carolina","55,341","2,127"
"Mobile County, Alabama","55,352","2,126"
"Monroe County, Ohio","55,381","2,125"
"Saline County, Missouri","55,396","2,124"
"Rapides Parish, Louisiana","55,407","2,123"
"El Paso County, Texas","55,417","2,122"
"Runnels County, Texas","55,424","2,121"
"Curry County, New Mexico","55,427","2,120"
"Wilson County, Kansas","55,439","2,119"
"Webster County, Kentucky","55,451","2,118"
"Gibson County, Tennessee","55,455","2,117"
"Columbiana County, Ohio","55,473","2,116"
"Pike County, Illinois","55,514","2,115"
"Ohio County, West Virginia","55,521","2,114"
"Montgomery County, North Carolina","55,523","2,113"
"Alger County, Michigan","55,528","2,112"
"Gallia County, Ohio","55,533","2,111"
"Mitchell County, North Carolina","55,534","2,110"
"Calhoun County, South Carolina","55,550","2,109"
"Cumberland County, North Carolina","55,551","2,108"
"Forest County, Wisconsin","55,552","2,107"
"Keweenaw County, Michigan","55,560","2,106"
"Rhea County, Tennessee","55,568","2,105"
"McCormick County, South Carolina","55,569","2,104"
"Towns County, Georgia","55,574","2,103"
"Fayette County, Pennsylvania","55,579","2,102"
"Barry County, Missouri","55,592","2,100"
"Mercer County, Missouri","55,592","2,100"
"Davison County, South Dakota","55,606","2,099"
"Franklin County, Nebraska","55,625","2,098"
"Webster County, Mississippi","55,657","2,097"
"Texas County, Oklahoma","55,682","2,096"
"Bath County, Virginia","55,699","2,095"
"Cowley County, Kansas","55,726","2,094"
"Tippecanoe County, Indiana","55,728","2,093"
"Harmon County, Oklahoma","55,729","2,092"
"Sanilac County, Michigan","55,740","2,091"
"Concho County, Texas","55,750","2,089"
"Gates County, North Carolina","55,750","2,089"
"Meagher County, Montana","55,753","2,088"
"Iron County, Wisconsin","55,777","2,087"
"Lawrence County, Illinois","55,811","2,086"
"Price County, Wisconsin","55,822","2,085"
"Bourbon County, Kansas","55,826","2,084"
"Pawnee County, Nebraska","55,833","2,083"
"St. Bernard Parish, Louisiana","55,857","2,082"
"Cass County, Indiana","55,862","2,081"
"Trigg County, Kentucky","55,864","2,080"
"Beaverhead County, Montana","55,867","2,078"
"Pamlico County, North Carolina","55,867","2,078"
"Brown County, Kansas","55,876","2,076"
"Hardin County, Ohio","55,876","2,076"
"Yell County, Arkansas","55,879","2,075"
"Clearwater County, Idaho","55,885","2,074"
"Albany County, Wyoming","55,887","2,073"
"Adams County, Idaho","55,891","2,072"
"Stone County, Mississippi","55,894","2,071"
"Freestone County, Texas","55,902","2,070"
"Simpson County, Kentucky","55,907","2,069"
"Live Oak County, Texas","55,949","2,068"
"Northumberland County, Pennsylvania","55,952","2,067"
"Thomas County, Georgia","55,958","2,066"
"Clay County, South Dakota","55,963","2,065"
"Union County, Mississippi","55,970","2,064"
"Perry County, Tennessee","55,978","2,063"
"Presque Isle County, Michigan","55,986","2,062"
"Cumberland County, Tennessee","56,002","2,061"
"Bleckley County, Georgia","56,021","2,060"
"Frio County, Texas","56,042","2,059"
"Fayette County, Iowa","56,043","2,058"
"Grant County, Oregon","56,045","2,057"
"Harrisonburg City, Virginia","56,050","2,056"
"Childress County, Texas","56,063","2,055"
"Decatur County, Iowa","56,068","2,053"
"Josephine County, Oregon","56,068","2,053"
"Beaufort County, North Carolina","56,081","2,051"
"Lauderdale County, Alabama","56,081","2,051"
"Florence County, South Carolina","56,088","2,050"
"Mineral County, Montana","56,098","2,049"
"Livingston County, Kentucky","56,125","2,048"
"Labette County, Kansas","56,143","2,047"
"Colbert County, Alabama","56,149","2,046"
"Fremont County, Colorado","56,165","2,045"
"Boone County, West Virginia","56,182","2,044"
"Harrison County, West Virginia","56,184","2,043"
"Vermilion Parish, Louisiana","56,194","2,042"
"Clayton County, Georgia","56,207","2,041"
"Wapello County, Iowa","56,209","2,040"
"Garza County, Texas","56,215","2,039"
"Lynchburg City, Virginia","56,243","2,038"
"Valencia County, New Mexico","56,246","2,037"
"Gulf County, Florida","56,250","2,036"
"Lake County, California","56,259","2,035"
"Navarro County, Texas","56,261","2,034"
"Pawnee County, Oklahoma","56,279","2,033"
"Silver Bow County, Montana","56,297","2,032"
"Riley County, Kansas","56,327","2,031"
"Perry County, Illinois","56,338","2,030"
"Delta County, Colorado","56,349","2,029"
"Kalkaska County, Michigan","56,380","2,028"
"Carter County, Oklahoma","56,390","2,027"
"Aitkin County, Minnesota","56,406","2,026"
"Matagorda County, Texas","56,412","2,025"
"Lyon County, Kansas","56,415","2,024"
"Randolph County, North Carolina","56,423","2,023"
"Yuma County, Arizona","56,439","2,022"
"Douglas County, Oregon","56,440","2,021"
"Garfield County, Utah","56,481","2,020"
"Owen County, Kentucky","56,485","2,019"
"Maries County, Missouri","56,491","2,017"
"Potter County, Pennsylvania","56,491","2,017"
"Union County, Iowa","56,495","2,016"
"Worth County, Georgia","56,496","2,015"
"Cumberland County, Virginia","56,497","2,014"
"Vernon Parish, Louisiana","56,547","2,013"
"Jackson County, Ohio","56,549","2,012"
"Mayes County, Oklahoma","56,552","2,011"
"Richland County, Ohio","56,557","2,010"
"Boyle County, Kentucky","56,568","2,009"
"Saginaw County, Michigan","56,579","2,008"
"Doddridge County, West Virginia","56,587","2,007"
"Haywood County, North Carolina","56,596","2,006"
"Jefferson County, Pennsylvania","56,607","2,005"
"Bowie County, Texas","56,628","2,004"
"Westmoreland County, Virginia","56,647","2,003"
"Madison County, North Carolina","56,664","2,002"
"Power County, Idaho","56,671","2,001"
"Edgar County, Illinois","56,687","2,000"
"Linn County, Kansas","56,697","1,999"
"Crawford County, Arkansas","56,702","1,998"
"Newberry County, South Carolina","56,706","1,997"
"Montgomery County, Alabama","56,707","1,996"
"Oconee County, South Carolina","56,710","1,995"
"Faulk County, South Dakota","56,734","1,994"
"Tripp County, South Dakota","56,758","1,993"
"Page County, Virginia","56,760","1,992"
"Nash County, North Carolina","56,770","1,991"
"Fayette County, Ohio","56,773","1,990"
"Sutton County, Texas","56,778","1,989"
"Muskingum County, Ohio","56,810","1,988"
"Long County, Georgia","56,819","1,987"
"Gilchrist County, Florida","56,823","1,985"
"Pulaski County, Indiana","56,823","1,985"
"Carroll County, Arkansas","56,826","1,984"
"Blaine County, Oklahoma","56,843","1,983"
"Giles County, Tennessee","56,877","1,982"
"Greene County, Iowa","56,884","1,981"
"Cattaraugus County, New York","56,889","1,980"
"Franklin County, Maine","56,890","1,979"
"Henderson County, Kentucky","56,912","1,978"
"Christian County, Illinois","56,933","1,977"
"Belmont County, Ohio","56,943","1,976"
"Crawford County, Georgia","56,948","1,975"
"Cherokee County, Texas","56,971","1,974"
"Clearfield County, Pennsylvania","56,982","1,973"
"Milam County, Texas","56,985","1,972"
"Caswell County, North Carolina","56,999","1,971"
"Ashland County, Wisconsin","57,000","1,970"
"Angelina County, Texas","57,055","1,969"
"Clay County, North Carolina","57,065","1,967"
"Stephens County, Oklahoma","57,065","1,967"
"Grant County, North Dakota","57,069","1,966"
"Highland County, Virginia","57,070","1,965"
"Union County, Tennessee","57,094","1,964"
"Cimarron County, Oklahoma","57,100","1,963"
"Ballard County, Kentucky","57,111","1,962"
"Boyd County, Nebraska","57,120","1,961"
"Seward County, Kansas","57,131","1,960"
"Hoke County, North Carolina","57,141","1,959"
"Floyd County, Virginia","57,146","1,958"
"Comanche County, Oklahoma","57,150","1,957"
"Portsmouth City, Virginia","57,154","1,956"
"Allen County, Kentucky","57,159","1,955"
"Indiana County, Pennsylvania","57,170","1,954"
"Sherman County, Oregon","57,171","1,953"
"Nemaha County, Nebraska","57,196","1,952"
"Klamath County, Oregon","57,219","1,951"
"Fulton County, Illinois","57,223","1,949"
"Wayne County, Michigan","57,223","1,949"
"Kidder County, North Dakota","57,240","1,948"
"Val Verde County, Texas","57,250","1,947"
"Itawamba County, Mississippi","57,252","1,946"
"Stewart County, Tennessee","57,257","1,945"
"Rabun County, Georgia","57,261","1,944"
"Lucas County, Ohio","57,265","1,943"
"Jefferson County, Texas","57,294","1,942"
"Prince Edward County, Virginia","57,304","1,941"
"Chase County, Nebraska","57,313","1,940"
"Polk County, Texas","57,315","1,939"
"Morrill County, Nebraska","57,325","1,938"
"Mercer County, Pennsylvania","57,353","1,937"
"Somerset County, Pennsylvania","57,357","1,936"
"Grant Parish, Louisiana","57,362","1,935"
"Leon County, Texas","57,363","1,934"
"Massac County, Illinois","57,365","1,933"
"Spalding County, Georgia","57,367","1,932"
"Jasper County, Georgia","57,374","1,931"
"Comanche County, Texas","57,383","1,930"
"Reno County, Kansas","57,390","1,929"
"Coffee County, Tennessee","57,424","1,928"
"Blount County, Alabama","57,440","1,927"
"Anderson County, Texas","57,445","1,926"
"Chester County, Tennessee","57,471","1,925"
"Rusk County, Wisconsin","57,473","1,924"
"Yadkin County, North Carolina","57,486","1,923"
"Reeves County, Texas","57,487","1,922"
"Dorchester County, Maryland","57,490","1,921"
"Hancock County, West Virginia","57,515","1,920"
"Sawyer County, Wisconsin","57,519","1,919"
"Stephenson County, Illinois","57,527","1,918"
"Franklin City, Virginia","57,537","1,916"
"Philadelphia County, Pennsylvania","57,537","1,916"
"Nicholas County, Kentucky","57,539","1,914"
"Stokes County, North Carolina","57,539","1,914"
"Bon Homme County, South Dakota","57,554","1,913"
"Gordon County, Georgia","57,555","1,912"
"Day County, South Dakota","57,558","1,911"
"Brazos County, Texas","57,562","1,910"
"Coos County, Oregon","57,563","1,909"
"Alachua County, Florida","57,566","1,907"
"Rock County, Nebraska","57,566","1,907"
"Roger Mills County, Oklahoma","57,574","1,906"
"Pettis County, Missouri","57,581","1,905"
"Pope County, Illinois","57,582","1,904"
"Lawrence County, Pennsylvania","57,585","1,903"
"Rio Grande County, Colorado","57,591","1,902"
"Phillips County, Kansas","57,611","1,901"
"Pickens County, South Carolina","57,628","1,900"
"Henry County, Indiana","57,632","1,899"
"Titus County, Texas","57,634","1,898"
"Cannon County, Tennessee","57,651","1,897"
"Lincoln County, Oklahoma","57,656","1,895"
"Rosebud County, Montana","57,656","1,895"
"Missaukee County, Michigan","57,667","1,894"
"Smith County, Tennessee","57,677","1,893"
"Walworth County, South Dakota","57,697","1,892"
"Wallace County, Kansas","57,708","1,891"
"Clay County, Kansas","57,765","1,890"
"Ellis County, Oklahoma","57,768","1,889"
"Greene County, Indiana","57,771","1,887"
"Wyandotte County, Kansas","57,771","1,887"
"Lincoln County, Oregon","57,794","1,886"
"Karnes County, Texas","57,798","1,885"
"Jefferson County, Indiana","57,801","1,884"
"Lafayette County, Florida","57,852","1,883"
"McKean County, Pennsylvania","57,861","1,882"
"Larue County, Kentucky","57,867","1,881"
"Floyd County, Georgia","57,868","1,880"
"Merrick County, Nebraska","57,873","1,879"
"Humboldt County, California","57,881","1,878"
"Bay County, Michigan","57,887","1,877"
"Todd County, Kentucky","57,891","1,876"
"Warren County, Pennsylvania","57,925","1,875"
"Franklin County, Tennessee","57,933","1,874"
"Gratiot County, Michigan","57,934","1,873"
"Morton County, Kansas","57,943","1,872"
"Owen County, Indiana","57,947","1,871"
"Adams County, North Dakota","57,950","1,870"
"Garfield County, Washington","57,958","1,869"
"Petroleum County, Montana","57,981","1,868"
"McMinn County, Tennessee","57,982","1,867"
"Geary County, Kansas","57,992","1,866"
"Crawford County, Michigan","57,998","1,865"
"Lake County, Montana","58,009","1,864"
"Mifflin County, Pennsylvania","58,012","1,863"
"Clay County, Illinois","58,028","1,862"
"Montgomery County, New York","58,033","1,861"
"Ross County, Ohio","58,048","1,860"
"Florence County, Wisconsin","58,049","1,859"
"Des Moines County, Iowa","58,084","1,858"
"Lee County, Iowa","58,094","1,857"
"Butte County, South Dakota","58,106","1,856"
"Franklin County, Florida","58,107","1,855"
"Cullman County, Alabama","58,119","1,854"
"Goliad County, Texas","58,125","1,852"
"Stark County, Illinois","58,125","1,852"
"Marshall County, West Virginia","58,129","1,851"
"Marion County, Tennessee","58,139","1,850"
"Wheeler County, Texas","58,158","1,849"
"Aransas County, Texas","58,168","1,848"
